Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Gabriel Rodriguez #9,M,SBD,Raw,18.5,18-19,19-23,Juniors,84.6,93,207.5,217.5,-230,,217.5,110,117.5,-120,,117.5,222.5,232.5,245,,245,580,6,387.42,382.87,367.97,79.52,Yes,Puerto Rico,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Kyle Ali,M,SBD,Raw,21,20-23,19-23,University,91.05,93,212.5,220,-230,,220,140,-147.5,-147.5,,140,237.5,250,-265,,250,610,2,392.15,387.16,370.87,80.63,Yes,Belize,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Kyle Ali,M,SBD,Raw,21,20-23,19-23,Juniors,91.05,93,212.5,220,-230,,220,140,-147.5,-147.5,,140,237.5,250,-265,,250,610,5,392.15,387.16,370.87,80.63,Yes,Belize,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Johann Rodney,M,SBD,Raw,21.5,20-23,19-23,Juniors,92.3,93,215,225,230,,230,142.5,145,147.5,,147.5,270,280,-287.5,,280,657.5,4,419.87,414.53,396.87,86.33,Yes,Trinidad and Tobago,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Johann Rodney,M,SBD,Raw,21.5,20-23,19-23,University,92.3,93,215,225,230,,230,142.5,145,147.5,,147.5,270,280,-287.5,,280,657.5,1,419.87,414.53,396.87,86.33,Yes,Trinidad and Tobago,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Philip Truong,M,SBD,Raw,22.5,20-23,19-23,Juniors,91.9,93,252.5,267.5,275,,275,170,182.5,190.5,,190.5,275,295,300,,300,765.5,1,489.87,483.64,463.11,100.73,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Marie Claire Slaughter,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,113.9,84+,145,155,-162.5,,155,67.5,75,-77.5,,75,115,122.5,130,,130,360,2,293.40,290.66,247.01,62.30,Yes,Panama,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Kaylee Mann,F,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,115.9,84+,160,167.5,172.5,,172.5,67.5,72.5,-77.5,,72.5,132.5,140,145,,145,390,1,316.13,313.84,266.46,67.27,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Mattea Fable Ahlijah,F,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,83.5,84,95,105,112.5,,112.5,45,50,55,,55,100,110,117.5,,117.5,285,3,262.99,254.91,222.95,53.95,Yes,Canada,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Sarah Rogers #2,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,73.8,76,105,115,117.5,,117.5,50,55,-57.5,,55,125,135,-142.5,,135,307.5,2,302.08,295.33,259.94,61.49,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Dariam Salmerón,F,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,75.5,76,145,150.5,155,,155,65,70,75,,75,150,160.5,-165,,160.5,390.5,1,379.01,369.69,325.12,77.23,Yes,Panama,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Shania Espinoza-Britton,F,SBD,Raw,24.5,24-34,24-39,Open,124.5,84+,90,-105,105,,105,-60,-60,-60,,,-100,110,120,,120,,DQ,,,,,Yes,Cayman Islands,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Marisa Ruland,F,SBD,Raw,26,24-34,24-39,Open,91.2,84+,-182.5,182.5,197.5,,197.5,87.5,95,97.5,,97.5,167.5,182.5,190,,190,485,2,429.89,416.82,361.84,88.92,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Quinell Smith,F,SBD,Raw,29,24-34,24-39,Open,83.05,84,167.5,175,-185,,175,65,70,72.5,,72.5,182.5,192.5,-207.5,,192.5,440,6,407.07,394.63,345.28,83.47,Yes,Trinidad and Tobago,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Deresay Alleyne,F,SBD,Raw,30,24-34,24-39,Open,82.2,84,142.5,147.5,152.5,,152.5,-100,100,105,,105,185,192.5,200,,200,457.5,4,425.37,412.52,361.18,87.15,Yes,Trinidad and Tobago,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Rebecka Gervais-Charles,F,SBD,Raw,26.5,24-34,24-39,Open,75.3,76,112.5,117.5,-125,,117.5,72.5,75,77.5,,77.5,130,137.5,140,,140,335,5,325.60,317.67,279.40,66.34,Yes,Trinidad and Tobago,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Claire Zai,F,SBD,Raw,28,24-34,24-39,Open,75,76,175,185,193,,193,110,118,-121,,118,-202.5,217.5,-223,,217.5,528.5,2,514.75,502.41,441.95,104.86,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Mary Gonzalez,F,SBD,Raw,41.5,40-44,40-49,Masters 1,83,84,165,175,-182.5,,175,70,75,80,,80,182.5,-192.5,192.5,,192.5,447.5,2,414.13,401.48,351.29,84.91,Yes,Belize,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Louane Silva,F,SBD,Raw,40.5,40-44,40-49,Masters 1,74.7,76,-90,95,-100,,95,-45,50,55,,55,107.5,117.5,120,,120,270,5,263.53,257.32,226.39,53.67,Yes,Cayman Islands,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Dana Kaplan,F,SBD,Raw,47.5,45-49,40-49,Masters 1,69.85,76,122.5,132.5,140,,140,67.5,72.5,-77.5,,72.5,142.5,150,155,,155,367.5,3,372.08,366.15,322.77,75.62,Yes,US Virgin Islands,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Arianna McCoy,F,SBD,Raw,20.5,20-23,19-23,Juniors,112.3,84+,100,120,-140,,120,70,80,-95,,80,100,120,-140,,120,320,3,261.98,259.08,220.33,55.53,Yes,Cayman Islands,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Arianna McCoy,F,SBD,Raw,20.5,20-23,19-23,University,112.3,84+,100,120,-140,,120,70,80,-95,,80,100,120,-140,,120,320,2,261.98,259.08,220.33,55.53,Yes,Cayman Islands,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Sara Pena,F,SBD,Raw,19.5,20-23,19-23,Juniors,121.25,84+,120,122.5,140,,140,65,70,72.5,,72.5,155,165,-170,,165,377.5,2,302.02,301.31,255.17,64.60,Yes,Dominican Republic,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Amirmarie Guzmán,F,SBD,Raw,22.5,20-23,19-23,University,121.55,84+,190.5,200.5,210,,210,90,97.5,-102.5,,97.5,182.5,-197.5,-207.5,,182.5,490,1,391.76,390.94,331.02,83.82,Yes,Puerto Rico,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Amirmarie Guzmán,F,SBD,Raw,22.5,20-23,19-23,Juniors,121.55,84+,190.5,200.5,210,,210,90,97.5,-102.5,,97.5,182.5,-197.5,-207.5,,182.5,490,1,391.76,390.94,331.02,83.82,Yes,Puerto Rico,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Jessica Phares,F,SBD,Raw,18,18-19,19-23,Juniors,75.1,76,110,115,122.5,,122.5,60,-65,-65,,60,127.5,135,-152.5,,135,317.5,2,309.02,301.58,265.27,62.95,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Sara Roden,F,SBD,Raw,23,20-23,19-23,Juniors,75.4,76,-127.5,127.5,130,,130,57.5,62.5,-65,,62.5,125,132.5,142.5,,142.5,335,1,325.37,317.41,279.15,66.30,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Roland Ebanks,M,SBD,Raw,,,,Special Olympics,130.6,120+,-35,40,50,,50,-35,35,-40,,35,65,75,-80,,75,160,1,89.47,90.42,86.35,17.94,Yes,Cayman Islands,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Jonathan Avril,M,SBD,Raw,29.5,24-34,24-39,Open,140.65,120+,295,-320,320,,320,210,-220,-220,,210,315,327.5,-350,,327.5,857.5,3,469.32,478.85,454.99,93.30,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Rommel Luke,M,SBD,Raw,25,24-34,24-39,Open,99.8,105,245,255,262.5,,262.5,142.5,150,155,,155,265,275,-290,,275,692.5,4,426.61,421.79,402.87,87.57,Yes,Trinidad and Tobago,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Jonhoi Vaughn,M,SBD,Raw,34,24-34,24-39,Open,101.85,105,250,260,272.5,,272.5,180,187.5,190,,190,270,290,-307.5,,290,752.5,3,459.56,454.70,434.19,94.24,Yes,Jamaica,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Bogdan Nikolić,M,SBD,Raw,29.5,24-34,24-39,Open,100.35,105,245,260,272.5,,272.5,170,177.5,-180,,177.5,285,300,310,,310,760,2,467.09,461.89,441.13,95.85,Yes,Cayman Islands,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Michael Dollard,M,SBD,Raw,73.5,70-74,70-999,Masters 4,96.9,105,65,-175,-220,,65,85,90,-142.5,,90,150,175,-215,,175,330,1,205.97,203.48,194.48,42.32,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Richard Acosta,M,SBD,Raw,56,55-59,50-59,Masters 2,119.25,120,202.5,212.5,222.5,,222.5,132.5,140,142.5,,142.5,230,242.5,252.5,,252.5,617.5,2,355.38,355.54,340.67,71.98,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Trey Forrest,M,SBD,Raw,19,18-19,19-23,Juniors,164.35,120+,275,295,310,,310,150,160,170,,170,240,255,-260,,255,735,1,385.85,401.32,375.42,75.46,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Besal Harvir,M,SBD,Raw,20.5,20-23,19-23,Juniors,101.6,105,225,237.5,250,,250,145,150,-155,,150,275,287.5,-302.5,,287.5,687.5,4,420.30,415.81,397.07,86.20,Yes,Canada,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Nicholas Schzure,M,SBD,Raw,19.5,20-23,19-23,Juniors,103,105,245,265,275,,275,145,152.5,-160,,152.5,255,275,282.5,,282.5,710,3,431.58,427.21,407.93,88.45,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Caleb Thomas-Alexis,M,SBD,Raw,23,20-23,19-23,Juniors,98.05,105,285,290,-292.5,,290,150,155,-160,,155,300,310,-320,,310,755,2,468.75,463.21,442.59,96.28,Yes,Trinidad and Tobago,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Taylor Durham #1,F,SBD,Single-ply,15.5,16-17,14-18,Sub-Juniors,79.3,84,132.5,142.5,150,,150,70,72.5,80,,80,127.5,132.5,137.5,,137.5,367.5,1,347.80,337.93,296.50,59.18,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Cali Cefalu,F,SBD,Single-ply,17,16-17,14-18,Sub-Juniors,73.1,76,150,160,170,,170,80,87.5,-92.5,,87.5,130,140,147.5,,147.5,405,2,399.91,391.37,344.58,67.66,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Malaya Mitchell,F,SBD,Single-ply,17.5,18-19,14-18,Sub-Juniors,71.85,76,132.5,145,155,,155,80,90,102.5,,102.5,135,145,147.5,,147.5,405,1,403.68,395.85,348.70,68.23,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Brooklyn Mazzuca,F,SBD,Single-ply,16.5,16-17,14-18,Sub-Juniors,54.4,57,125,-132.5,132.5,,132.5,65,72.5,77.5,,77.5,125,137.5,-145,,137.5,347.5,2,410.68,418.26,370.22,68.65,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Caroline Lagarde,F,SBD,Single-ply,17,16-17,14-18,Sub-Juniors,49.5,52,122.5,-130,-130,,122.5,60,65,67.5,,67.5,127.5,132.5,135,,135,325,1,410.16,420.69,373.75,68.53,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Jenna Austin,F,SBD,Single-ply,17,16-17,14-18,Open,83.9,84,155,-162.5,-162.5,,155,-60,60,-75,,60,115,130,-137.5,,130,345,1,317.63,307.83,269.14,54.28,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Anna Gonzalez #1,F,SBD,Single-ply,28,24-34,24-39,Open,51.5,52,115,120,127.5,,127.5,67.5,-72.5,72.5,,72.5,130,140,-147.5,,140,340,3,417.23,427.03,378.66,69.71,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Nabeel Rifai,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,73.45,74,180,193,205,,205,120,125,130,,130,245,260,-273,,260,595,1,432.67,430.27,416.12,87.69,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Tylor Reed Fuenger,M,SBD,Raw,18,18-19,14-18,Sub-Juniors,58.25,59,-162.5,162.5,-170,,162.5,87.5,97.5,-105,,97.5,170,187.5,195,,195,455,3,393.63,398.85,390.14,75.81,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
James Castillo,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,58.65,59,155,162.5,170,,170,102.5,107.5,110,,110,-185,185,-195,,185,465,2,399.97,405.01,396.01,77.19,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Eric Sanabria,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,57.95,59,135,155,165,,165,-80,87.5,92.5,,92.5,180,200,207.5,,207.5,465,1,404.05,409.61,400.78,77.69,Yes,Belize,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Eric Sanabria,M,SBD,Raw,17.5,18-19,14-18,University,57.95,59,135,155,165,,165,-80,87.5,92.5,,92.5,180,200,207.5,,207.5,465,2,404.05,409.61,400.78,77.69,Yes,Belize,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Ryan Rollock,M,SBD,Raw,23.5,24-34,24-39,Open,72.9,74,150,160,-165,,160,105,110,-117.5,,110,160,170,-185,,170,440,6,321.55,319.91,309.49,65.10,Yes,Trinidad and Tobago,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Nils Lleonart,M,SBD,Raw,29.5,24-34,24-39,Open,73.65,74,225,237.5,-250,,237.5,135,142.5,-147.5,,142.5,240,260,-275,,260,640,4,464.57,461.92,446.67,94.19,Yes,Panama,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Nicholas Farison,M,SBD,Raw,31,24-34,24-39,Open,73.45,74,232.5,242.5,-252.5,,242.5,150,157.5,162.5,,162.5,230,245,257.5,,257.5,662.5,3,481.76,479.09,463.33,97.64,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Cristian Solís,M,SBD,Raw,24.5,24-34,24-39,Open,65.55,66,160,-170,170,,170,90,-97.5,-97.5,,90,160,170,180,,180,440,4,346.51,347.44,337.72,68.84,Yes,Panama,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Shay Grant,M,SBD,Raw,28,24-34,24-39,Open,57.8,59,110,122.5,-130,,122.5,85,-90,-90,,85,160,170,180,,180,387.5,2,337.45,342.18,334.86,64.83,Yes,Trinidad and Tobago,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Manuel Peniche,M,SBD,Raw,22.5,20-23,19-23,Juniors,73.15,74,-215,220,-230,,220,135,140,145,,145,220,235,245,,245,610,2,444.78,442.42,427.94,90.09,Yes,Mexico,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Rhea Tsai,F,SBD,Raw,14.5,13-15,14-18,Sub-Juniors,55.6,57,75,82.5,-87.5,,82.5,45,47.5,50,,50,117.5,130,-132.5,,130,262.5,1,305.72,310.60,274.78,62.75,Yes,Belize,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Kaelie Burgess,F,SBD,Raw,14.5,13-15,14-18,Sub-Juniors,51.1,52,80,87.5,92.5,,92.5,35,37.5,-42.5,,37.5,100,110,117.5,,117.5,247.5,2,305.38,312.72,277.39,63.45,Yes,Belize,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Kaye Johnson,F,SBD,Raw,33.5,24-34,24-39,Open,56.4,57,130,137.5,-142.5,,137.5,85,-90,-90,,85,145,155,160,,160,382.5,2,441.28,447.55,395.82,90.44,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Ruth Li,F,SBD,Raw,33,24-34,24-39,Open,45.55,47,107.5,112.5,-120,,112.5,55,57.5,-60,,57.5,137.5,-142.5,-142.5,,137.5,307.5,1,412.53,422.86,377.95,87.99,Yes,Trinidad and Tobago,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Loraine Efron,F,SBD,Raw,60,60-64,60-69,Masters 3,55.9,57,-70,72.5,-95,,72.5,42.5,47.5,-50,,47.5,95,100,-105,,100,220,2,255.31,259.22,229.30,52.38,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Kelly Tonini,F,SBD,Raw,41,40-44,40-49,Masters 1,56.4,57,-105,112.5,117.5,,117.5,62.5,67.5,-72.5,,67.5,127.5,132.5,145,,145,330,2,380.72,386.12,341.49,78.03,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Shakira Oxley-Tsai,F,SBD,Raw,48.5,45-49,40-49,Masters 1,50.75,52,75,80,82.5,,82.5,45,47.5,50,,50,115,122.5,127.5,,127.5,260,2,322.36,330.24,293.03,67.06,Yes,Belize,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Blair Dunn,F,SBD,Raw,18.5,18-19,19-23,Juniors,56.3,57,112.5,117.5,120,,120,62.5,67.5,-70,,67.5,132.5,140,-150,,140,327.5,1,378.27,383.73,339.39,77.54,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Ayana Rivera,F,SBD,Raw,18.5,18-19,19-23,Juniors,46.1,47,-87.5,87.5,90,,90,45,47.5,50,,50,90,-95,-95,,90,230,2,305.79,313.63,280.02,65.01,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Lily Falcone,F,SBD,Raw,18.5,18-19,19-23,Juniors,46.25,47,107.5,110,113,,113,45,47.5,50,,50,117.5,127.5,132.5,,132.5,295.5,1,391.93,402.02,358.84,83.24,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Javier Batista,M,SBD,Single-ply,31.5,24-34,24-39,Open,74.1,83,210,215,-220,,215,150,160,165,,165,230,240,245,,245,625,1,451.89,449.14,434.20,77.39,Yes,Panama,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Monica Bare Diaz,F,SBD,Raw,38.5,35-39,24-39,Open,56,57,60,65,70,,70,-40,42.5,-45,,42.5,80,85,87.5,,87.5,200,5,231.82,235.32,208.15,47.55,Yes,Panama,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Jordan McErlean,M,SBD,Raw,30.5,24-34,24-39,Open,118.45,120,205,225,-240,,225,145,150,-160,,150,240,260,-275,,260,635,5,366.28,366.20,350.85,74.24,Yes,Cayman Islands,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Diego Cuarezma Zapata,M,SBD,Single-ply,27.5,24-34,24-39,Open,104.85,105,210,225,-245,,225,110,122.5,125,,125,200,220,-230,,220,570,2,343.96,340.78,325.41,58.30,Yes,Nicaragua,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
William Murillo,M,SBD,Raw,22.5,20-23,19-23,Juniors,106.7,120,225,250,-275,,250,130,137.5,142.5,,142.5,230,257.5,275,,275,667.5,3,400.00,396.68,378.86,81.80,Yes,Belize,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Ruth Yarali Gutierrez Lopez,F,SBD,Single-ply,35.5,35-39,24-39,Open,93.3,84+,200,-205,205,,205,80,90,95,,95,170,175,182.5,,182.5,482.5,1,423.51,411.05,356.00,73.02,Yes,Nicaragua,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Narissa Sho,F,SBD,Raw,30.5,24-34,24-39,Guest,69.35,76,127.5,135,142.5,,142.5,-67.5,67.5,-70,,67.5,132.5,142.5,-150,,142.5,352.5,G,358.34,352.96,311.19,72.82,Yes,Belize,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Diego Ramírez #1,M,SBD,Raw,31.5,24-34,24-39,Open,82.7,83,225,237.5,-245,,237.5,150,160,165,,165,260,275,-285,,275,677.5,2,458.31,453.21,436.02,93.96,Yes,Mexico,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Leo Matura,M,SBD,Raw,32.5,24-34,24-39,Open,73,74,207.5,-220,220,,220,142.5,150,155,,155,240,255,-267.5,,255,630,5,459.98,457.61,442.67,93.15,Yes,Belize,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Pamela Santos,F,SBD,Raw,23.5,24-34,24-39,Open,61.75,63,137.5,147.5,-152.5,,147.5,70,77.5,-82.5,,77.5,155,172.5,182.5,,182.5,407.5,2,443.69,444.37,392.48,90.33,Yes,Panama,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Jacqueline Alas,F,SBD,Raw,25.5,24-34,24-39,Open,62.9,63,125,135,-140,,135,57.5,62.5,65,,65,162.5,-172.5,-172.5,,162.5,362.5,4,390.25,389.78,344.19,79.39,Yes,Belize,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Clair Crawford,F,SBD,Raw,43.5,40-44,40-49,Masters 1,73.1,76,-102.5,102.5,107.5,,107.5,55,57.5,-60,,57.5,122.5,130,-135,,130,295,4,291.29,285.07,250.99,59.27,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Edith Ruiz,F,SBD,Raw,29.5,24-34,24-39,Open,56.5,57,120,127.5,132.5,,132.5,60,-65,-65,,60,142.5,-155,-155,,142.5,335,4,386.03,391.43,346.17,79.10,Yes,Belize,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Sara Diaz #2,F,SBD,Raw,64.5,60-64,60-69,Masters 3,60,63,35,37.5,40,,40,27.5,30,-32.5,,30,70,75,-80,,75,145,2,160.74,161.66,142.83,32.78,Yes,Panama,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Jenmy Espinal,F,SBD,Raw,45.5,45-49,40-49,Masters 1,55.4,57,87.5,97.5,105,,105,42.5,47.5,-52.5,,47.5,107.5,115,125,,125,277.5,3,323.97,329.28,291.33,66.53,Yes,Dominican Republic,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Laura Estrella,F,SBD,Raw,30,24-34,24-39,Open,83.8,84,152.5,162.5,170,,170,80,82.5,90,,90,157.5,167.5,177.5,,177.5,437.5,7,403.02,390.60,341.54,82.70,Yes,Dominican Republic,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Khalid Usher,M,SBD,Raw,25.5,24-34,24-39,Open,92.5,93,-272.5,-272.5,-272.5,,,145,-162.5,-162.5,,145,280,290,295,,295,,DQ,,,,,Yes,Belize,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Jerneil Nivet,F,SBD,Raw,35,35-39,24-39,Open,54.25,57,125,-130,-130,,125,62.5,65,-67.5,,65,155,162.5,-175,,162.5,352.5,3,417.36,425.20,376.39,85.93,Yes,Trinidad and Tobago,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Andres Soto #1,M,SBD,Single-ply,24,24-34,24-39,Open,92.5,93,255,265,275,,275,175,-185,190,,190,260,275,-282.5,,275,740,1,472.05,466.06,446.16,80.48,Yes,Costa Rica,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Michael Garozzo,M,SBD,Raw,40,40-44,40-49,Masters 1,92.8,93,260,275,282.5,,282.5,152.5,160,165,,165,290.5,308.5,321,,321,768.5,1,489.47,483.26,462.57,100.64,Yes,USA,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Zared Mc Laughlin,M,SBD,Single-ply,30.5,24-34,24-39,Open,78.65,83,210,227.5,240,,240,125,130,-140,,130,230,240,-275,,240,610,3,424.91,421.00,405.95,72.75,Yes,Cayman Islands,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
Alexander Bodden,M,SBD,Raw,28.5,24-34,24-39,Open,131.6,120+,170,175,182.5,,182.5,110,125,-130,,125,210,230,-240,,230,537.5,5,299.87,303.35,289.57,60.08,Yes,Cayman Islands,,NAPF,IPF,2023-08-08,Cayman Islands,,,North American Regional Powerlifting Championships,Yes
