Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Yangsu Ren,M,SBD,Raw,30,24-34,24-39,MR-O,82.9,83,235,245,247.5,,247.5,150,157.5,162.5,,162.5,310,325,-332.5,,325,735,7,496.53,490.96,472.30,101.81,Yes,USA,CA,USAPL,IPF,2018-10-11,USA,WA,Spokane,Raw Nationals,Yes
Yangsu Ren,M,SBD,Raw,30,24-34,24-39,MR-O,82.5,83,237.5,252.5,-257.5,,252.5,155,162.5,-167.5,,162.5,317.5,-332.5,-332.5,,317.5,732.5,1,496.19,490.71,472.16,101.71,Yes,USA,CA,USAPL,IPF,2018-07-14,USA,CA,,California State Games,Yes
Yangsu Ren,M,D,Single-ply,29.5,24-34,24-39,M-O,84.16,93,,,,,,,,,,,327.5,347.5,-357.5,,347.5,347.5,6,232.79,230.08,221.18,,Yes,USA,CA,USAPL,IPF,2018-03-04,USA,OH,Columbus,The Arnold Bodybuilding.com Pro Deadlift,Yes
Yangsu Ren,M,SBD,Raw,29,24-34,24-39,MR-O,82.04,83,227.5,-240,240,,240,150,157.5,-162.5,,157.5,305,321,340,,340,737.5,5,501.17,495.72,477.10,102.69,Yes,USA,CA,USAPL,IPF,2017-10-10,USA,FL,Orlando,Raw National Championships,Yes
Yangsu Ren,M,SBD,Raw,29,24-34,24-39,MR-O,81.1,83,207.5,227.5,240,,240,125,142.5,150,,150,305,322.5,332.5,,332.5,722.5,1,494.24,489.07,470.94,101.19,Yes,USA,CA,USAPL,IPF,2017-07-15,USA,CA,,CA State Games & USA Masters Games,Yes
Yangsu Ren,M,SBD,Raw,29,24-34,24-39,Open,81.1,82.5,,,,,227.5,,,,,-142.5,,,,,317.5,,DQ,,,,,,USA,CA,USPA,IPL,2017-03-18,USA,CA,Chula Vista,South Bay Open,Yes
Yangsu Ren,M,SBD,Raw,28,24-34,24-39,Open,80.4,82.5,,,,,205,,,,,142.5,,,,,290,637.5,2,438.30,433.86,417.94,89.68,,USA,CA,USPA,IPL,2016-10-15,USA,CA,San Diego,Grinder Open,Yes
