Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Gustavo Enrique Tapia,M,SBD,Raw,40.5,40-44,40-49,Masters 1,91.4,93,180,190,202.5,,202.5,120,127.5,132.5,,132.5,220,232.5,245,,245,580,2,372.16,367.42,351.90,76.52,Yes,Chile,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Wazim Mohamed,M,SBD,Raw,39,35-39,40-49,Masters 1,92.05,93,220,240,-245,,240,150,165,-177.5,,165,247.5,272.5,285,,285,690,1,441.20,435.59,417.08,90.72,Yes,Guyana,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Andres Sato,M,SBD,Raw,22.5,20-23,19-23,Juniors,93,93,210,222.5,235,,235,162.5,170,-175,,170,270,285,295,,295,,DQ,,,,,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Luis Andres Franco,M,SBD,Raw,21.5,20-23,19-23,Juniors,87.85,93,200,-210,210,,210,-115,-115,-115,,-115,230,240,-255,,240,,DQ,,,,,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Jorge Francisco Velarde,M,SBD,Raw,19.5,20-23,19-23,Juniors,83.1,93,-200,205,-217.5,,205,135,-142.5,142.5,,142.5,245,-255,257.5,,257.5,605,5,408.15,403.55,388.17,83.70,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
João Schueler,M,SBD,Raw,20.5,20-23,19-23,Juniors,92.9,93,230,242.5,247.5,,247.5,117.5,122.5,125,,125,235,247.5,-265,,247.5,620,4,394.68,389.68,372.98,81.15,Yes,Brazil,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Jorley Hernandez,M,SBD,Raw,22.5,20-23,19-23,Juniors,91.15,93,205,217.5,-225,,217.5,150,157.5,-165,,157.5,250,260,-270,,260,635,3,408.00,402.81,385.84,83.89,Yes,Chile,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Carlos Andres Badillo Arguello,M,SBD,Raw,22.5,20-23,19-23,Juniors,88.85,93,240,250,265,,265,150,160,-170,,160,232.5,237.5,242.5,,242.5,667.5,1,434.44,428.96,411.35,89.30,Yes,Colombia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Gianpierre Perezanelli,M,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,84.5,93,157.5,-167.5,-167.5,,157.5,-95,100,-102.5,,100,-212.5,-212.5,-212.5,,-212.5,,DQ,,,,,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Fausto Barja,M,SBD,Raw,14.5,13-15,14-18,Sub-Juniors,89.4,93,205,-215,-217.5,,205,-95,95,,,95,210,220,230,,230,530,4,343.86,339.51,325.48,70.69,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Cristofer Saldaña,M,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,83.4,93,193.5,202.5,205,,205,105,110,-112.5,,110,202.5,215,-225,,215,530,3,356.83,352.77,339.27,73.19,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Benicio Caballero,M,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,90.3,93,225,241,252,,252,127.5,-135,135,,135,215,235,-242.5,,235,622,2,401.51,396.41,379.87,82.55,Yes,Uruguay,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Denis Gibson,M,SBD,Raw,31.5,24-34,24-39,Open,92.55,93,262.5,267.5,272.5,,272.5,157.5,162.5,165,,165,250,260,265,,265,702.5,2,448.01,442.33,423.43,92.12,Yes,Brazil,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Bernardo Ibanez,M,SBD,Raw,25.5,24-34,24-39,Open,91.05,93,260,270,-275,,270,170,180,-185,,180,285,-300,-300,,285,735,1,472.51,466.49,446.87,97.16,Yes,Chile,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Pablo Puescas,M,SBD,Raw,66,65-69,60-69,Masters 3,81.5,83,115,122.5,-130,,122.5,90,100.5,105,,105,120,130,140,,140,367.5,2,250.68,248.01,238.77,51.34,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Rafael Oyarse,M,SBD,Raw,54.5,50-54,50-59,Masters 2,81.55,83,-180,180,195,,195,100,107.5,-112.5,,107.5,180,200,-202.5,,200,502.5,1,342.65,338.99,326.35,70.18,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Armando Ruiz,M,SBD,Raw,43.5,40-44,40-49,Masters 1,82.3,83,165,-170,170,,170,95,97.5,100,,100,170,180,190,,190,460,6,312.03,308.61,296.97,63.95,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Dennis Chafloque,M,SBD,Raw,40.5,40-44,40-49,Masters 1,81.45,83,195,-210,210,,210,100,-110,110,,110,220,240,-255,,240,560,4,382.13,378.07,363.99,78.26,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Gabriel Leite,M,SBD,Raw,18.5,18-19,19-23,Juniors,78.45,83,185,-192.5,192.5,,192.5,-115,-115,-115,,-115,,,,,,,DQ,,,,,Yes,Brazil,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Renato Castaneda,M,SBD,Raw,22.5,20-23,19-23,Juniors,81.25,83,210,220,225,,225,120,125,127.5,,127.5,217.5,230,240,,240,592.5,4,404.88,400.61,385.74,82.91,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Gabriel Barrantes,M,SBD,Raw,20.5,20-23,19-23,Juniors,81.7,83,205,217.5,220,,220,137.5,145,150,,150,210,225,240,,240,610,3,415.51,411.05,395.69,85.12,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Samir Chatas Piamba,M,SBD,Raw,18.5,18-19,19-23,Juniors,80.2,83,235,245,255.5,,255.5,127.5,132.5,137.5,,137.5,255,267.5,275,,275,668,1,459.94,455.33,438.67,94.09,Yes,Colombia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Andres Chavez Aguirre,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,74.65,83,145,-155,-160,,145,100,105,-107.5,,105,195,210,-215,,210,460,6,331.00,328.85,317.81,67.23,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Renato Vidigal,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,81.5,83,150,162.5,172.5,,172.5,95,100,102.5,,102.5,200,-215,215,,215,490,4,334.24,330.69,318.36,68.46,Yes,Brazil,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
David Gutierrez,M,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,81.2,83,180,190,,,190,105,107.5,-110,,107.5,240.5,250,-255,,250,547.5,2,374.26,370.33,356.58,76.63,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Diego Javier Azagra Castro,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,81.93,83,200,207.5,213,,213,133.5,140,-143,,140,207.5,220,227.5,,227.5,580.5,1,394.78,390.51,375.86,80.89,Yes,Chile,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Kheon Evans,M,SBD,Raw,29.5,24-34,24-39,Open,80.8,83,222.5,235,-240,,235,132.5,-140,-140,,132.5,252.5,265,-270,,265,632.5,7,433.60,429.13,413.29,88.76,Yes,Guyana,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Edgar Alfonso Orozco Ramirez,M,SBD,Raw,34.5,24-34,24-39,Open,82.8,83,230,240,-245,,240,170,-180,180,,180,280,290,-300,,290,710,2,479.96,474.60,456.59,98.40,Yes,Colombia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Leandro Balceiro,M,SBD,Raw,29.5,24-34,24-39,Open,78.85,83,235,250,260,,260,135,150,-155,,150,290,302.5,-310,,302.5,712.5,1,495.55,490.94,473.34,101.24,Yes,Colombia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Alejandro Campos Cardenas,M,SBD,Raw,42.5,40-44,40-49,Masters 1,73.6,74,-170,175,-182.5,,175,110,120,-125,,120,190,205,212.5,,212.5,507.5,3,368.55,366.46,354.38,74.72,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Jhairo Cuellar Gonzales,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,67.6,74,160,162.5,170,,170,107.5,112.5,-115,,112.5,195,-200,-200,,195,477.5,5,367.64,367.72,356.92,73.50,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Frank Vasquez,M,SBD,Raw,15.5,16-17,14-18,Sub-Juniors,71.85,74,160,172.5,180,,180,95,100,105,,105,180,190,200,,200,485,4,357.88,356.40,345.00,72.30,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Fabrico Reynoso,M,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,72.7,74,170,182.5,190,,190,80,85,90,,90,195,205,210,,210,490,3,358.74,356.98,345.39,72.60,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Kenji Reyke,M,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,72.25,74,160,175,180,,180,95,105,-110,,105,210,220,-230,,220,505,2,371.25,369.58,357.67,75.07,Yes,Suriname,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Jorge Mercado Ayarde,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,71.85,74,210,220,-225,,220,110,-112.5,,,110,220,230,-240,,230,560,1,413.22,411.51,398.35,83.48,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Brian Blacido,M,SBD,Raw,26,24-34,24-39,Open,74,74,225,-240,240,,240,125,130,132.5,,132.5,240,255,-267.5,,255,627.5,3,454.09,451.37,436.38,92.12,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Ronald Rivero Villegas,M,SBD,Raw,28.5,24-34,24-39,Open,73.85,74,-235,235,-240,,235,-135,135,140,,140,250,252.5,-265,,252.5,627.5,2,454.69,452.02,437.05,92.22,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Rengifo Rubber,M,SBD,Raw,44.5,40-44,40-49,Masters 1,65.6,66,-165,165,-167.5,,165,107.5,112.5,-115,,112.5,-170,170,180,,180,,DQ,,,,,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Luis Aranda Zeballos,M,SBD,Raw,22.5,20-23,19-23,Juniors,65.6,66,-160,-160,-160,,,-95,-95,-95,,-95,220,232.5,-245,,232.5,,DQ,,,,,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Gerson Castillo,M,SBD,Raw,21.5,20-23,19-23,Juniors,65.1,66,150,157.5,-162.5,,157.5,97.5,102.5,-105,,102.5,177.5,185,192.5,,192.5,452.5,5,358.20,359.37,349.43,71.05,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Jorge Orozco Cruz,M,SBD,Raw,19.5,20-23,19-23,Juniors,64.4,66,180,-190,-190,,180,102.5,-107.5,-107.5,,102.5,190,-192.5,,,190,472.5,4,377.10,378.67,368.40,74.62,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Diego Kartataroeno,M,SBD,Raw,22.5,20-23,19-23,Juniors,64.95,66,172.5,185,195,,195,97.5,102.5,105,,105,200,220,235,,235,535,3,424.24,425.71,413.98,84.11,Yes,Suriname,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Santiago Clavijo Cortes,M,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,59.15,66,125,-132.5,-132.5,,125,80,-85,-85,,80,160,170,185,,185,,DQ,,,,,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Alvaro Alonso Arce Olea,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,65.75,66,-175,177.5,-190,,177.5,82.5,87.5,92.5,,92.5,205,220,-232.5,,220,490,3,385.01,385.95,375.10,76.54,Yes,Chile,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Santiago Aleman Balcazar,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,66,66,160,180,182.5,,182.5,100,-111,111.5,,111.5,185,200,-217.5,,200,494,2,387.06,387.89,376.91,77.01,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Luis Ledezma Valdivia,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,66,66,170,-180,-182.5,,170,100,-105,105,,105,225,227.5,235,,235,510,1,399.60,400.45,389.12,79.50,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Rodrigo Soruco Jauregui,M,SBD,Raw,18.5,18-19,19-23,Juniors,58.15,59,160,-170,-170,,160,95,-100,,,95,200,-205,-205,,200,455,1,394.20,399.50,390.81,75.88,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Freddy Berru,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,56.95,59,-117.5,117.5,125,,125,67.5,72.5,-77.5,,72.5,157.5,167.5,177.5,,177.5,375,2,330.75,335.86,328.96,63.24,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Daniel Condori Loza,M,SBD,Raw,30.5,24-34,24-39,Open,59,59,125,135,140,,140,70,75,-80,,75,160,175,190,,190,405,5,346.63,350.80,342.89,67.02,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Djayand Oedai,M,SBD,Raw,25.5,24-34,24-39,Open,57.9,59,-165,165,-172.5,,165,-95,-95,95,,95,165,175,-177.5,,175,435,4,378.26,383.49,375.25,72.71,Yes,Suriname,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Sjafee Kasnawi,M,SBD,Raw,22.5,20-23,19-23,Juniors,58.5,59,145,-157.5,157.5,,157.5,92.5,97.5,-102.5,,97.5,190,200,-205,,200,455,2,392.21,397.25,388.48,75.63,Yes,Suriname,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Sjafee Kasnawi,M,SBD,Raw,22.5,20-23,19-23,Open,58.5,59,145,-157.5,157.5,,157.5,92.5,97.5,-102.5,,97.5,190,200,-205,,200,455,3,392.21,397.25,388.48,75.63,Yes,Suriname,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Hannah Goncalves,F,SBD,Raw,20.5,20-23,19-23,Juniors,85.5,84+,-102.5,102.5,115,,115,52.5,57.5,60,,60,125,135,-140,,135,310,1,282.88,274.06,239.28,58.15,Yes,Brazil,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Silvia Zevallos,F,SBD,Raw,53.5,50-54,50-59,Masters 2,80.45,84,-90,100,-110,,100,50,55,-57.5,,55,135,150,-163,,150,305,2,286.59,278.21,243.91,58.62,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Francia Desiree Rivero Hurtado,F,SBD,Raw,49.5,45-49,50-59,Masters 2,79.1,84,120,-127.5,130.5,,130.5,62.5,67.5,-70.5,,67.5,132.5,-142.5,-150,,132.5,330.5,1,313.18,304.34,267.07,63.99,Yes,Chile,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Mariela Roxana Terrones,F,SBD,Raw,19.5,20-23,19-23,Juniors,81.9,84,132.5,142.5,150,,150,55,57.5,60,,60,135,145,155,,155,365,1,339.97,329.75,288.78,69.63,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Myriam Camarena,F,SBD,Raw,37.5,35-39,24-39,Open,80.35,84,-152.5,-157.5,157.5,,157.5,82.5,87.5,-90,,87.5,170,177.5,-182.5,,177.5,422.5,3,397.24,385.66,338.13,81.25,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Maria Elena Del Pilar Zarate,F,SBD,Raw,52.5,50-54,50-59,Masters 2,73.65,76,137.5,142.5,145,,145,72.5,77.5,-80,,77.5,165,170,175,,175,397.5,1,390.92,382.26,336.48,79.57,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Cely Bejares,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,73.75,76,117.5,127.5,132.5,,132.5,72.5,77.5,80,,80,127.5,137.5,142.5,,142.5,355,1,348.87,341.09,300.23,71.02,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Sandra Grageda Ortiz,F,SBD,Raw,31.5,24-34,24-39,Open,74.8,76,-140,-140,140,,140,60,65,-67.5,,65,145,-155,155,,155,360,5,351.13,342.80,301.58,71.52,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Leslie Tanya Soto Vasquez,F,SBD,Raw,34.5,24-34,24-39,Open,76,76,137.5,145,150,,150,70,-75,-75,,70,150,155,160,,160,380,4,367.55,358.29,315.01,74.92,Yes,Chile,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Deyanira Gallardo,F,SBD,Raw,22.5,20-23,19-23,Juniors,63.85,69,115,-120,-120,,115,55,60,-62.5,,60,100,112.5,117.5,,117.5,292.5,4,312.04,310.98,274.55,63.45,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Luana Delgado,F,SBD,Raw,19.5,20-23,19-23,Juniors,69,69,135,145,152.5,,152.5,55,60,62.5,,62.5,132.5,142.5,-152.5,,142.5,357.5,3,364.47,359.23,316.76,74.06,Yes,Uruguay,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Karen Daniela Pulecio Giron,F,SBD,Raw,20.5,20-23,19-23,Juniors,66.65,69,153,160.5,165.5,,165.5,62.5,67.5,72.5,,72.5,162.5,170,-175,,170,408,2,424.32,420.24,370.79,86.22,Yes,Chile,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Sarah Sanmoogan,F,SBD,Raw,21,20-23,19-23,Juniors,68.35,69,152.5,155,-157.5,,155,-80,-80,80,,80,165,175,-182.5,,175,410,1,420.25,414.74,365.77,85.39,Yes,Guyana,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Constanza Araya Valdes,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,66.8,69,125,-130,135,,135,60,64,-66,,64,125,127.5,130,,130,329,1,341.72,338.32,298.49,69.43,Yes,Chile,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Joselin Flores Romero,F,SBD,Raw,31.5,24-34,24-39,Open,66.1,69,150,-160,162.5,,162.5,70,75,-77.5,,75,140,-145,150,,150,387.5,4,404.96,401.54,354.33,82.29,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Yalireth Vasquez,F,SBD,Raw,24.5,24-34,24-39,Open,64.5,69,150,160,165,,165,75,80,82.5,,82.5,155,165,175,,175,422.5,2,448.00,445.80,393.53,91.07,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Ferminia Seas Marin,F,SBD,Raw,51.5,50-54,50-59,Masters 2,61.5,63,-110,110,-120,,110,45,50,-55,,50,170,-180,-180,,170,330,1,360.21,360.97,318.84,73.35,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Rocio Flores Lucien,F,SBD,Raw,21.5,20-23,19-23,Juniors,61.85,63,80,95,100,,100,40,-45,45,,45,-120,-120,-120,,-120,,DQ,,,,,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Raysa Mamani Chambi,F,SBD,Raw,18.5,18-19,19-23,Juniors,62,63,70,80,-90,,80,45,50,-52.5,,50,110,125,-132.5,,125,255,5,276.96,277.21,244.83,56.37,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Ana Isabel Campo Sanchez,F,SBD,Raw,21.5,20-23,19-23,Juniors,62,63,130,140,145,,145,70,75,77.5,,77.5,145,155,167.5,,167.5,390,1,423.58,423.97,374.45,86.22,Yes,Colombia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Yara Cespedes Cardenas,F,SBD,Raw,15.5,16-17,14-18,Sub-Juniors,62.35,63,95,102.5,-105,,102.5,-45,-45,45,,45,100,105,-110,,105,252.5,2,273.29,273.32,241.38,55.62,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Niza Mita Joaniquina,F,SBD,Raw,27.5,24-34,24-39,Open,60.45,63,80,-95,97.5,,97.5,35,40,42.5,,42.5,80,100,-120,,100,240,4,264.80,266.03,235.03,53.97,Yes,Bolivia,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Daniela Anton,F,SBD,Raw,22.5,20-23,19-23,Open,61.9,63,125,135,142.5,,142.5,80,-82.5,-82.5,,80,160,165,-170,,165,387.5,2,421.29,421.77,372.51,85.76,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
Daniela Anton,F,SBD,Raw,22.5,20-23,19-23,Juniors,61.9,63,125,135,142.5,,142.5,80,-82.5,-82.5,,80,160,165,-170,,165,387.5,2,421.29,421.77,372.51,85.76,Yes,Peru,,FESUPO,IPF,2023-09-06,Peru,,Lima,South American Classic Powerlifting Championships,Yes
