Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Luisa Simei Dos Santos,F,SBD,Raw,25.5,24-34,24-39,Open,56.3,57,-122.5,-125,-125,,,72.5,-75,75,,75,132.5,137.5,-145,,137.5,,DQ,,,,,Yes,Brazil,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Érica Duque,F,SBD,Raw,39.5,35-39,40-49,Masters 1,46.75,47,92.5,97.5,-103,,97.5,50,-55.5,-55.5,,50,100,110,-112.5,,110,257.5,1,338.81,347.64,310.03,71.76,Yes,Brazil,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
David Cardoso,M,SBD,Raw,21.5,20-23,19-23,Juniors,119.25,120,310,323,331,,331,167.5,175,180,,180,-305,325,-343.5,,325,836,1,481.13,481.34,461.22,97.45,Yes,Brazil,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Miralva Miranda,F,SBD,Raw,55.5,55-59,50-59,Masters 2,71,76,82.5,87.5,92.5,,92.5,40,45,-47.5,,45,105,115,120,,120,257.5,2,258.35,253.70,223.56,52.53,Yes,Brazil,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Renata Inamassu,F,SBD,Raw,45.5,45-49,40-49,Masters 1,50.75,52,110,117.5,120,,120,65,70,-77.5,,70,125,135,-145,,135,325,1,402.95,412.80,366.29,83.83,Yes,Brazil,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Cristiano Kalata,M,SBD,Raw,42.5,40-44,40-49,Masters 1,65.5,66,170,-180,180,,180,100,107.5,-112.5,,107.5,200,207.5,210,,210,497.5,1,392.02,393.10,382.11,77.87,Yes,Brazil,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Bruna Bisol,F,SBD,Raw,26.5,24-34,24-39,Open,68.5,69,177.5,-187.5,-187.5,,177.5,97.5,102.5,-105,,102.5,200,-210,-210,,200,480,1,491.38,484.80,427.54,99.85,Yes,Brazil,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Matheus Garcia Costa,M,SBD,Raw,32.5,24-34,24-39,Open,118.3,120,300,315,-322.5,,315,182.5,190,195,,195,340,363,-370,,363,873,1,503.78,503.61,482.49,102.12,Yes,Brazil,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Edson Kamogawa,M,SBD,Raw,48,45-49,40-49,Masters 1,95,105,185,195,202.5,,202.5,137.5,145,150,,150,180,190,-202.5,,190,542.5,2,341.71,337.45,322.73,70.24,Yes,Brazil,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Eduardo de Assis,M,SBD,Raw,43.5,40-44,40-49,Masters 1,82.4,83,202.5,215,225,,225,122.5,132.5,137.5,,137.5,230,-250,250,,250,612.5,1,415.19,410.62,395.12,85.10,Yes,Brazil,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Gustavo Firmino del Rio,M,SBD,Raw,26,24-34,24-39,Open,65.1,66,-220,220,-233,,220,-125,-125,-125,,,225,-240,-245,,225,,DQ,,,,,Yes,Brazil,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Lourdes Poblete,F,SBD,Raw,21.5,20-23,19-23,Juniors,90.55,84+,165,182.5,187.5,,187.5,77.5,90,95,,95,155,172.5,182.5,,182.5,465,1,413.45,400.79,348.16,85.45,Yes,Argentina,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Adriel Cardozo,M,SBD,Raw,26,24-34,24-39,Open,58.5,59,145,160,170,,170,107.5,-115,-115,,107.5,180,200,212.5,,212.5,490,1,422.38,427.81,418.36,81.45,Yes,Argentina,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Guadalupe Charchir,F,SBD,Raw,23,20-23,19-23,Juniors,62.6,63,-130,-130,130,,130,55,-60,-60,,55,130,-132.5,-137.5,,130,315,5,340.11,339.93,300.19,69.20,Yes,Argentina,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Adrian Rivadera,M,SBD,Raw,21,20-23,19-23,Juniors,92.1,93,-260,-265,265,,265,155,-162.5,165,,165,280,300,-310,,300,730,1,466.66,460.72,441.13,95.95,Yes,Argentina,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Andrew Zavala,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,65.1,66,-182.5,-182.5,182.5,,182.5,95,-100,-100,,95,-225,-227.5,-227.5,,,,DQ,,,,,Yes,Chile,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Jonathan Aguirre,M,SBD,Raw,29.5,24-34,24-39,Open,152.25,120+,-280,280,-300,,280,175,-185,-185,,175,265,-272.5,272.5,,272.5,727.5,3,389.67,401.68,379.35,76.78,Yes,Chile,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Diego Durán Araya,M,SBD,Raw,29,24-34,24-39,Open,65.8,66,180,200,,,200,115,125,-132.5,,125,235,255,260,,260,585,3,459.40,460.49,447.53,91.34,Yes,Chile,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Federico Rodriguez,M,SBD,Raw,24.5,24-34,24-39,Open,112.45,120,255,270,282.5,,282.5,165,172.5,177.5,,177.5,265,285,300,,300,760,3,446.46,444.34,424.99,90.93,Yes,Uruguay,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Dante Rodriguez,M,SBD,Raw,26.5,24-34,24-39,Open,91.6,93,-235,235,255,,255,142.5,152.5,-155,,152.5,275,300,-302.5,,300,707.5,4,453.48,447.71,428.76,93.25,Yes,Argentina,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Pablo Gomez,M,SBD,Raw,40.5,40-44,40-49,Masters 1,102.1,105,230,250,-260,,250,140,150,160,,160,240,260,277.5,,277.5,687.5,1,419.43,415.04,396.31,86.00,Yes,Argentina,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
Abel Baltuano,M,SBD,Raw,49,45-49,50-59,Masters 2,112,120,-200,200,220,,220,125,140,150,,150,200,225,240,,240,610,1,358.87,357.06,341.46,73.12,Yes,Peru,,FESUPO,IPF,2024-09-17,Argentina,,Buenos Aires,South American Classic Powerlifting Championships,Yes
